iter	Passed	Remaining
292	3195	7710
293	3205	7697
294	3215	7683
295	3226	7674
296	3236	7660
297	3246	7647
298	3258	7639
299	3269	7629
300	3283	7625
301	3293	7612
302	3304	7600
303	3316	7594
304	3329	7585
305	3341	7577
306	3359	7582
307	3369	7569
308	3379	7556
309	3389	7544
310	3399	7530
311	3409	7517
312	3421	7508
313	3431	7495
314	3441	7484
315	3451	7472
316	3464	7464
317	3475	7453
318	3487	7444
319	3498	7435
320	3509	7422
321	3518	7409
322	3529	7397
323	3538	7383
324	3548	7370
325	3558	7356
326	3568	7343
327	3578	7330
328	3588	7318
329	3598	7305
330	3608	7293
331	3618	7280
332	3628	7267
333	3638	7254
334	3647	7241
335	3657	7227
336	3670	7221
337	3681	7211
338	3693	7201
339	3702	7187
340	3712	7174
341	3722	7162
342	3732	7149
343	3742	7136
344	3751	7123
345	3761	7110
346	3771	7097
347	3781	7085
348	3791	7073
349	3801	7060
350	3811	7048
351	3821	7035
352	3831	7023
353	3841	7010
354	3853	7001
355	3869	7000
356	3881	6991
357	3893	6982
358	3905	6973
359	3915	6960
360	3928	6953
361	3938	6941
362	3948	6928
363	3958	6916
364	3968	6903
365	3978	6892
366	3989	6880
367	3999	6868
368	4009	6855
369	4019	6843
370	4029	6831
371	4039	6818
372	4049	6806
373	4059	6794
374	4069	6783
375	4081	6773
376	4093	6763
377	4105	6755
378	4115	6743
379	4125	6731
380	4136	6719
381	4146	6707
382	4155	6694
383	4165	6682
384	4175	6670
385	4185	6657
386	4195	6645
387	4205	6632
388	4215	6620
389	4225	6608
390	4235	6596
391	4244	6584
392	4257	6576
393	4270	6567
394	4281	6558
395	4292	6547
396	4304	6537
397	4314	6526
398	4324	6513
399	4334	6501
400	4344	6489
401	4354	6477
402	4365	6467
403	4377	6458
404	4390	6450
405	4400	6437
406	4410	6425
407	4420	6414
408	4430	6401
409	4440	6390
410	4450	6378
411	4460	6365
412	4473	6358
413	4485	6348
414	4496	6337
415	4506	6326
416	4517	6315
417	4527	6303
418	4537	6292
419	4547	6279
420	4557	6267
421	4567	6255
422	4577	6244
423	4587	6231
424	4597	6219
425	4607	6208
426	4617	6196
427	4627	6184
428	4637	6171
429	4647	6160
430	4656	6147
431	4666	6135
432	4680	6128
433	4691	6119
434	4701	6106
435	4711	6094
436	4721	6083
437	4730	6070
438	4740	6058
439	4750	6046
440	4760	6034
441	4771	6023
442	4781	6012
443	4794	6004
444	4807	5995
445	4819	5985
446	4832	5978
447	4845	5970
448	4855	5958
449	4865	5946
450	4875	5934
451	4887	5925
452	4899	5915
453	4909	5904
454	4922	5895
455	4932	5884
456	4942	5872
457	4951	5860
458	4961	5848
459	4971	5836
460	4981	5824
461	4991	5812
462	5001	5801
463	5012	5790
464	5027	5784
465	5039	5774
466	5050	5764
467	5061	5753
468	5075	5746
469	5085	5734
470	5099	5726
471	5111	5717
472	5125	5710
473	5135	5698
474	5145	5686
475	5155	5675
476	5165	5663
477	5175	5651
478	5185	5639
479	5194	5627
480	5204	5615
481	5214	5603
482	5224	5592
483	5237	5583
484	5247	5572
485	5257	5560
486	5268	5549
487	5278	5537
488	5290	5528
489	5302	5518
490	5313	5508
491	5324	5497
492	5334	5485
493	5343	5473
494	5353	5462
495	5364	5450
496	5373	5438
497	5383	5426
498	5393	5415
499	5403	5403
500	5413	5391
501	5423	5380
502	5433	5368
503	5443	5357
504	5453	5345
505	5463	5333
506	5473	5322
507	5483	5310
508	5495	5300
509	5507	5291
510	5519	5281
511	5529	5270
512	5539	5259
513	5551	5248
514	5562	5238
515	5576	5230
516	5586	5218
517	5595	5206
518	5606	5195
519	5616	5184
520	5628	5174
521	5638	5163
522	5648	5151
523	5658	5139
524	5667	5127
525	5677	5116
526	5692	5109
527	5707	5102
528	5718	5091
529	5729	5081
530	5739	5069
531	5749	5058
532	5759	5046
533	5770	5035
534	5780	5024
535	5791	5013
536	5801	5002
537	5811	4990
538	5821	4979
539	5831	4967
540	5841	4956
541	5851	4944
542	5861	4933
543	5871	4921
544	5881	4910
545	5892	4899
546	5904	4889
547	5915	4879
548	5926	4868
549	5937	4857
550	5947	4846
551	5957	4834
552	5966	4823
553	5976	4811
554	5986	4799
555	5996	4788
556	6006	4776
557	6016	4765
558	6026	4754
559	6037	4743
560	6047	4732
561	6057	4720
562	6068	4710
563	6080	4700
564	6094	4692
565	6106	4682
566	6118	4672
567	6130	4662
568	6141	4652
569	6151	4640
570	6161	4628
571	6171	4617
572	6180	4605
573	6190	4594
574	6200	4582
575	6216	4576
576	6226	4564
577	6237	4553
578	6247	4542
579	6257	4531
580	6267	4519
581	6277	4508
582	6286	4496
583	6297	4486
584	6309	4475
585	6321	4465
586	6331	4454
587	6341	4443
588	6351	4432
589	6361	4420
590	6371	4409
591	6383	4399
592	6398	4391
593	6411	4382
594	6428	4375
595	6441	4366
596	6454	4357
597	6464	4345
598	6474	4334
599	6484	4322
600	6493	4311
601	6506	4301
602	6517	4291
603	6527	4279
604	6537	4268
605	6547	4256
606	6559	4246
607	6570	4236
608	6585	4227
609	6596	4217
610	6608	4207
611	6620	4197
612	6632	4187
613	6644	4177
614	6656	4166
615	6667	4156
616	6679	4146
617	6691	4136
618	6703	4125
619	6715	4115
620	6727	4105
621	6738	4095
622	6750	4084
623	6762	4075
624	6774	4064
625	6786	4054
626	6798	4044
627	6810	4033
628	6822	4023
629	6833	4013
630	6845	4003
631	6857	3993
632	6869	3982
633	6880	3972
634	6893	3962
635	6905	3952
636	6918	3942
637	6929	3931
638	6942	3921
639	6954	3911
640	6965	3901
641	6977	3890
642	6989	3880
643	7001	3870
644	7012	3859
645	7024	3849
646	7036	3839
647	7048	3828
648	7060	3818
649	7071	3807
650	7083	3797
651	7095	3786
652	7107	3776
653	7119	3766
654	7131	3756
655	7143	3745
656	7155	3735
657	7167	3725
658	7178	3714
659	7193	3705
660	7205	3695
661	7217	3685
662	7229	3674
663	7240	3664
664	7252	3653
665	7264	3643
666	7275	3632
667	7287	3622
668	7300	3611
669	7311	3601
670	7324	3591
671	7336	3581
672	7348	3570
673	7360	3560
674	7373	3549
675	7384	3539
676	7396	3528
677	7408	3518
678	7421	3508
679	7433	3498
680	7445	3487
681	7457	3477
682	7479	3471
683	7504	3466
684	7516	3456
685	7530	3447
686	7542	3436
687	7555	3426
688	7567	3415
689	7578	3405
690	7590	3394
691	7602	3383
692	7615	3373
693	7626	3362
694	7639	3352
695	7652	3342
696	7665	3332
697	7677	3321
698	7689	3311
699	7701	3300
700	7715	3290
701	7725	3279
702	7739	3269
703	7750	3258
704	7762	3248
705	7774	3237
706	7784	3226
707	7794	3214
708	7804	3203
709	7814	3191
710	7824	3180
711	7833	3168
712	7843	3157
713	7853	3145
714	7863	3134
715	7873	3123
716	7883	3111
717	7893	3100
718	7902	3088
719	7912	3077
720	7922	3065
721	7932	3054
722	7944	3043
723	7956	3033
724	7967	3022
725	7978	3011
726	7989	3000
727	8000	2989
728	8009	2977
729	8019	2966
730	8029	2954
731	8039	2943
732	8049	2932
733	8059	2920
734	8069	2909
735	8079	2898
736	8089	2886
737	8099	2875
738	8108	2863
739	8118	2852
740	8128	2841
741	8138	2829
742	8150	2819
743	8162	2808
744	8177	2799
745	8188	2788
746	8198	2776
747	8208	2765
748	8218	2754
749	8228	2742
750	8238	2731
751	8248	2720
752	8258	2708
753	8269	2697
754	8280	2687
755	8292	2676
756	8305	2665
757	8315	2654
758	8325	2643
759	8335	2632
760	8345	2620
761	8359	2610
762	8370	2600
763	8381	2589
764	8391	2577
765	8402	2566
766	8412	2555
767	8421	2544
768	8431	2532
769	8441	2521
770	8451	2510
771	8461	2499
772	8472	2487
773	8481	2476
774	8492	2465
775	8502	2454
776	8512	2443
777	8522	2431
778	8532	2420
779	8542	2409
780	8552	2398
781	8565	2387
782	8576	2376
783	8588	2366
784	8598	2355
785	8608	2343
786	8618	2332
787	8628	2321
788	8638	2310
789	8648	2298
790	8658	2287
791	8667	2276
792	8677	2265
793	8691	2254
794	8701	2243
795	8711	2232
796	8721	2221
797	8730	2210
798	8740	2198
799	8750	2187
800	8760	2176
801	8772	2165
802	8784	2155
803	8795	2144
804	8806	2133
805	8816	2122
806	8826	2110
807	8836	2099
808	8846	2088
809	8856	2077
810	8866	2066
811	8876	2055
812	8886	2043
813	8896	2032
814	8906	2021
815	8916	2010
816	8926	1999
817	8936	1988
818	8946	1977
819	8956	1966
820	8966	1954
821	8978	1944
822	8989	1933
823	9000	1922
824	9010	1911
825	9022	1900
826	9032	1889
827	9042	1878
828	9051	1867
829	9061	1855
830	9071	1844
831	9081	1833
832	9091	1822
833	9101	1811
834	9111	1800
835	9120	1789
836	9130	1778
837	9140	1767
838	9152	1756
839	9163	1745
840	9173	1734
841	9186	1723
842	9198	1713
843	9210	1702
844	9222	1691
845	9233	1680
846	9245	1670
847	9258	1659
848	9269	1648
849	9281	1637
850	9293	1627
851	9305	1616
852	9316	1605
853	9328	1594
854	9339	1583
855	9351	1573
856	9363	1562
857	9375	1551
858	9388	1541
859	9400	1530
860	9411	1519
861	9423	1508
862	9435	1497
863	9446	1487
864	9459	1476
865	9471	1465
866	9483	1454
867	9495	1443
868	9506	1433
869	9519	1422
870	9530	1411
871	9542	1400
872	9554	1389
873	9566	1379
874	9577	1368
875	9590	1357
876	9603	1346
877	9615	1336
878	9626	1325
879	9638	1314
880	9650	1303
881	9662	1292
882	9674	1281
883	9686	1271
884	9698	1260
885	9710	1249
886	9723	1238
887	9735	1227
888	9746	1216
889	9763	1206
890	9774	1195
891	9787	1184
892	9801	1174
893	9812	1163
894	9823	1152
895	9839	1142
896	9851	1131
897	9863	1120
898	9875	1109
899	9887	1098
900	9898	1087
901	9916	1077
902	9936	1067
903	9957	1057
904	9969	1046
905	9980	1035
906	9992	1024
907	10007	1013
908	10018	1002
909	10031	992
910	10043	981
911	10053	970
912	10072	959
913	10084	948
914	10097	937
915	10110	927
916	10122	916
917	10136	905
918	10146	894
919	10156	883
920	10166	872
921	10176	860
922	10186	849
923	10198	838
924	10210	827
925	10222	816
926	10233	805
927	10243	794
928	10253	783
929	10263	772
930	10273	761
931	10283	750
932	10292	739
933	10302	728
934	10313	716
935	10323	705
936	10337	695
937	10353	684
938	10371	673
939	10384	662
940	10395	651
941	10411	641
942	10424	630
943	10438	619
944	10452	608
945	10466	597
946	10479	586
947	10493	575
948	10508	564
949	10526	554
950	10569	544
951	10614	535
952	10635	524
953	10646	513
954	10657	502
955	10669	491
956	10680	479
957	10692	468
958	10704	457
959	10715	446
960	10726	435
961	10737	424
962	10748	412
963	10760	401
964	10771	390
965	10785	379
966	10797	368
967	10808	357
968	10821	346
969	10832	335
970	10844	323
971	10857	312
972	10872	301
973	10888	290
974	10900	279
975	10914	268
976	10925	257
977	10936	246
978	10947	234
979	10959	223
980	10970	212
981	10981	201
982	10993	190
983	11004	178
984	11016	167
985	11028	156
986	11039	145
987	11050	134
988	11062	123
989	11076	111
990	11088	100
991	11100	89
992	11114	78
993	11125	67
994	11136	55
995	11148	44
996	11159	33
997	11170	22
998	11181	11
999	11192	0
