iter	Logloss
333	0.2556366366
334	0.2553676401
335	0.2549299752
336	0.2542665009
337	0.2537700248
338	0.2531619925
339	0.2526890464
340	0.2523663908
341	0.2520700451
342	0.2517050672
343	0.2512649667
344	0.2510364033
345	0.2505366748
346	0.2500921453
347	0.2497496215
348	0.2491625252
349	0.2486612109
350	0.2481510745
351	0.2475565912
352	0.2470989822
353	0.2464875016
354	0.2456497283
355	0.2453244322
356	0.2449735222
357	0.2443154586
358	0.2439355551
359	0.2436048645
360	0.2432611902
361	0.2428842638
362	0.2424187422
363	0.2420638033
364	0.2418013735
365	0.2412473951
366	0.2406339459
367	0.2401101186
368	0.2397359989
369	0.2390097253
370	0.2386715617
371	0.238098891
372	0.2376320174
373	0.2368617245
374	0.2365593397
375	0.2361620696
376	0.2357033913
377	0.235246503
378	0.2348837722
379	0.2345337958
380	0.2340598498
381	0.233520708
382	0.2330573788
383	0.2327862125
384	0.2323588903
385	0.2320859921
386	0.231666251
387	0.2313419854
388	0.2310894398
389	0.2307593386
390	0.2304439159
391	0.2301342644
392	0.2297794654
393	0.2291487735
394	0.2287595581
395	0.2283971028
396	0.2280947096
397	0.2277647339
398	0.2274214706
399	0.2270829792
400	0.226861073
401	0.2263877334
402	0.2258203318
403	0.2254436746
404	0.2249160307
405	0.2244559901
406	0.2241494702
407	0.2238053906
408	0.2235183364
409	0.2229431948
410	0.2226612923
411	0.2221793488
412	0.2217049016
413	0.2212923245
414	0.2209187441
415	0.2206299107
416	0.2203088099
417	0.2200592889
418	0.2196069134
419	0.219335682
420	0.2190168187
421	0.2185480325
422	0.2182951442
423	0.2180928781
424	0.2177591612
425	0.2173062329
426	0.2170503055
427	0.2166631679
428	0.216282498
429	0.2159825793
430	0.2157276852
431	0.215516564
432	0.2152293764
433	0.2147580606
434	0.2142407214
435	0.2137959269
436	0.213276341
437	0.2129562327
438	0.2126392229
439	0.2123522531
440	0.2120503562
441	0.2117652323
442	0.211401497
443	0.2111417721
444	0.2107526098
445	0.2105390669
446	0.2102628225
447	0.209983952
448	0.2097410858
449	0.2093090443
450	0.2090939594
451	0.2086165113
452	0.2080546702
453	0.2078335576
454	0.2075153609
455	0.2072414877
456	0.2070554877
457	0.206873644
458	0.2066373122
459	0.2063481546
460	0.2060788734
461	0.2057284541
462	0.2054812002
463	0.2052089552
464	0.2048956385
465	0.2046958555
466	0.2044659044
467	0.2042633845
468	0.2041134712
469	0.2038121717
470	0.2035935316
471	0.2031315067
472	0.2029213441
473	0.20272891
474	0.2024491918
475	0.2021808949
476	0.2019425061
477	0.2014647867
478	0.2012537957
479	0.2010580471
480	0.2007210075
481	0.2004560597
482	0.2000840173
483	0.1998891574
484	0.1994884315
485	0.1992190175
486	0.1987530256
487	0.1985869873
488	0.1983156157
489	0.1980825688
490	0.1977738189
491	0.1973806652
492	0.1971844552
493	0.1965936268
494	0.1962369123
495	0.1958108462
496	0.1956190359
497	0.1953167173
498	0.1950934802
499	0.1948027756
500	0.1944676425
501	0.1942331641
502	0.1939615662
503	0.1937310824
504	0.1934902233
505	0.1932148383
506	0.192816326
507	0.1926499431
508	0.1923044529
509	0.1920709096
510	0.1917659514
511	0.1914255492
512	0.1909600215
513	0.1906725289
514	0.1904335342
515	0.1901004536
516	0.1899129856
517	0.1897442602
518	0.1895311217
519	0.1891598062
520	0.1888779866
521	0.1886489685
522	0.1884288677
523	0.1882213605
524	0.1880573199
525	0.187902368
526	0.1877453952
527	0.1875865675
528	0.1873141313
529	0.187126014
530	0.1869063907
531	0.1866948513
532	0.1865032704
533	0.1860351008
534	0.185865125
535	0.1856510524
536	0.1851552852
537	0.1849546163
538	0.1845540488
539	0.1842607213
540	0.1837806329
541	0.1836007866
542	0.1832352242
543	0.1829249471
544	0.1827378794
545	0.1824041251
546	0.1820470243
547	0.1817133842
548	0.1814040262
549	0.1810711092
550	0.1808120733
551	0.1806082011
552	0.1803675028
553	0.1800025092
554	0.1798861412
555	0.1796537783
556	0.1794889871
557	0.1791547022
558	0.1789415945
559	0.1785980738
560	0.1783187548
561	0.1780416439
562	0.177691157
563	0.1773922418
564	0.1771956548
565	0.176799298
566	0.1764921057
567	0.1761833004
568	0.1759562376
569	0.1756975584
570	0.1754630323
571	0.1752937651
572	0.1750156665
573	0.1747777699
574	0.1745815679
575	0.1744346915
576	0.1743250344
577	0.174066887
578	0.1739167147
579	0.1737263216
580	0.17333407
581	0.1730605856
582	0.1728972704
583	0.1727524474
584	0.1724558511
585	0.1721724959
586	0.1718545726
587	0.1715776918
588	0.1714065134
589	0.1712647189
590	0.171138257
591	0.1709383065
592	0.17061751
593	0.1703700978
594	0.1701540959
595	0.1700377457
596	0.1698502375
597	0.169700946
598	0.1693728218
599	0.1692622008
600	0.1690146597
601	0.1687196417
602	0.168536686
603	0.1684182154
604	0.1683055886
605	0.1680451041
606	0.1677165729
607	0.167362967
608	0.1671285527
609	0.1668626564
610	0.1666849489
611	0.1661037511
612	0.1655336809
613	0.1652320249
614	0.1649708666
615	0.164551125
616	0.1643450219
617	0.1640867865
618	0.1639448396
619	0.1636443119
620	0.1634260493
621	0.1632995581
622	0.1630757683
623	0.1628514801
624	0.1626685736
625	0.1625785339
626	0.1622609431
627	0.1617625423
628	0.1614632388
629	0.1612832535
630	0.161131919
631	0.1608072046
632	0.1604959555
633	0.1603103942
634	0.1600918598
635	0.1597534325
636	0.1594940362
637	0.1592899741
638	0.1590110709
639	0.1587464632
640	0.158589126
641	0.1584246382
642	0.1582853386
643	0.1581429041
644	0.1578640237
645	0.1577135534
646	0.1574983918
647	0.1572268753
648	0.1569405133
649	0.1567368548
650	0.1565257452
651	0.1563283053
652	0.1558274614
653	0.155712435
654	0.1555411326
655	0.1552617379
656	0.1551338433
657	0.1549750288
658	0.1547303172
659	0.1545473498
660	0.1542959358
661	0.154127871
662	0.1539365226
663	0.1537335225
664	0.1535072461
665	0.1533705833
666	0.1531666899
667	0.1528267585
668	0.1526244298
669	0.152473835
670	0.1521969856
671	0.1519267975
672	0.1517900011
673	0.1515580149
674	0.151382303
675	0.1512281276
676	0.151003532
677	0.1506800304
678	0.1505413757
679	0.1503003361
680	0.1501448733
681	0.1499714871
682	0.1498391068
683	0.1497132869
684	0.1494969413
685	0.1493784874
686	0.1491980361
687	0.1489769517
688	0.1487367977
689	0.1485579022
690	0.1483471432
691	0.1481215373
692	0.1478594219
693	0.1477733682
694	0.1476387834
695	0.1474663506
696	0.1472568635
697	0.147141686
698	0.1469000689
699	0.1467319682
700	0.1466255606
701	0.1463783042
702	0.146280188
703	0.1460838352
704	0.1459565694
705	0.1458349826
706	0.1456967405
707	0.1455190463
708	0.1453590183
709	0.1452111148
710	0.1450317594
711	0.1449166629
712	0.1447990005
713	0.1445619674
714	0.1444029577
715	0.1442982995
716	0.1441929691
717	0.1439760025
718	0.1438398554
719	0.1436648018
720	0.1435566171
721	0.1434279004
722	0.1433503218
723	0.1431955578
724	0.1430554663
725	0.1428294604
726	0.1425652357
727	0.1424208884
728	0.1422310582
729	0.1420606963
730	0.1418089731
731	0.14167489
732	0.1415597676
733	0.1414115961
734	0.1412849907
735	0.1410644816
736	0.1409448822
737	0.140760965
738	0.1406541092
739	0.140502312
740	0.1403691562
741	0.1402666842
742	0.1400800013
743	0.1398677748
744	0.1396886215
745	0.1395955519
746	0.1393676369
747	0.1392707711
748	0.1391966776
749	0.139007816
750	0.1388818093
751	0.1387138448
752	0.1385528852
753	0.1384080822
754	0.1382598486
755	0.1381323781
756	0.1380467228
757	0.1378635729
758	0.1376111709
759	0.1374381011
760	0.1372927727
761	0.1371501637
762	0.1370672029
763	0.1369186343
764	0.136797376
765	0.1365344847
766	0.136439768
767	0.1362408745
768	0.1361441414
769	0.1359899503
770	0.1358867743
771	0.1357757324
772	0.1356965519
773	0.1355467098
774	0.1352590316
775	0.1351239627
776	0.1348735998
777	0.134668756
778	0.1344863666
779	0.1343573121
780	0.134177292
781	0.134021178
782	0.1339149212
783	0.1337090966
784	0.1335649297
785	0.1334121598
786	0.1333041756
787	0.1331469859
788	0.1330464816
789	0.1327893514
790	0.1326301084
791	0.1325217124
792	0.1324065312
793	0.1323255835
794	0.1321648512
795	0.1320705559
796	0.1318755697
797	0.1317858045
798	0.1317175691
799	0.1315951758
800	0.1314712289
801	0.1313527929
802	0.131167553
803	0.1308429864
804	0.1305995317
805	0.1304882371
806	0.130239998
807	0.1301437265
808	0.1299083866
809	0.1297417617
810	0.129590273
811	0.1294671883
812	0.1292904383
813	0.1291334432
814	0.1288490664
815	0.1287125615
816	0.1285576263
817	0.1284420059
818	0.1283044864
819	0.1281328973
820	0.1279841906
821	0.1278679604
822	0.1278078467
823	0.1277055037
824	0.1276561518
825	0.12750179
826	0.1274043317
827	0.1271592477
828	0.1269538358
829	0.1268686035
830	0.1267506236
831	0.1265314618
832	0.1264184827
833	0.1263419208
834	0.1261913193
835	0.1260533426
836	0.1258426629
837	0.1257591007
838	0.1255651265
839	0.1253948014
840	0.1252546749
841	0.1250478328
842	0.1249464447
843	0.1248290707
844	0.1246514227
845	0.1244498643
846	0.1242922971
847	0.1241598742
848	0.1241040271
849	0.1240118241
850	0.1239354788
851	0.1237859234
852	0.1237154051
853	0.12356486
854	0.1234187683
855	0.1232536264
856	0.1230715236
857	0.1229389611
858	0.1227844055
859	0.1226740909
860	0.1224649773
861	0.1223842289
862	0.122288505
863	0.122200858
864	0.1220941023
865	0.1219658266
866	0.1218383203
867	0.1216856896
868	0.1215917979
869	0.1214484671
870	0.1213286904
871	0.1211659912
872	0.1209870958
873	0.1208312507
874	0.1207380438
875	0.1205582556
876	0.1203545792
877	0.1202634037
878	0.1201735331
879	0.1200187354
880	0.1199268419
881	0.1198251679
882	0.1197574892
883	0.1196645623
884	0.1194825441
885	0.119413136
886	0.1192797313
887	0.1192119639
888	0.1191123077
889	0.1190063039
890	0.1188622016
891	0.1186626074
892	0.1186111381
893	0.1184096286
894	0.1183443369
895	0.1181556827
896	0.1180642004
897	0.117930387
898	0.1178600843
899	0.1176772242
900	0.1175741482
901	0.1174167779
902	0.117293981
903	0.1171272469
904	0.1170061095
905	0.1169464973
906	0.1168043297
907	0.1167351307
908	0.1166077147
909	0.1164883283
910	0.1164399825
911	0.1163851493
912	0.1162999746
913	0.1161767462
914	0.1161077988
915	0.1160573601
916	0.1159648385
917	0.1157689841
918	0.1156575529
919	0.1154490421
920	0.1153360317
921	0.1151554028
922	0.1149574466
923	0.1148584685
924	0.1147787245
925	0.114560628
926	0.1144162697
927	0.1143010138
928	0.114243334
929	0.1141215021
930	0.1139237195
931	0.1138249474
932	0.1136528193
933	0.1134884599
934	0.1133441879
935	0.1132010347
936	0.113089373
937	0.1129978361
938	0.1128818086
939	0.112812047
940	0.1127557049
941	0.112685764
942	0.1124539724
943	0.1124029382
944	0.1123253587
945	0.1122278551
946	0.1120714052
947	0.1120158047
948	0.1119104151
949	0.1118141035
950	0.111662
951	0.1115895944
952	0.1114451946
953	0.1113378784
954	0.1112231534
955	0.1110837541
956	0.1109124726
957	0.1108670945
958	0.1107822581
959	0.1107116569
960	0.1106018375
961	0.1105194159
962	0.1104259663
963	0.1103266435
964	0.1102273667
965	0.1101446343
966	0.1100587159
967	0.1098614853
968	0.1097384413
969	0.1096880122
970	0.1095553566
971	0.1093463936
972	0.1092475179
973	0.1090604907
974	0.1088838603
975	0.1088022361
976	0.1087511009
977	0.1086461152
978	0.1085700947
979	0.1084879939
980	0.1083424139
981	0.1082716701
982	0.108160882
983	0.1080232132
984	0.1078877755
985	0.1077990562
986	0.1076849355
987	0.1075406395
988	0.1074329123
989	0.1073515708
990	0.1072798622
991	0.1072035974
992	0.1071271196
993	0.1070085378
994	0.1069017415
995	0.1068010009
996	0.106663905
997	0.1065686323
998	0.1064314954
999	0.1063832865
