FP1_x,FP2_x,FP1_y,FP2_y,FP1_z,FP2_z
15.232978,10.492785,-23.364704,-3.592085,787.246643,18.936052
14.910297,9.254477,-23.330868,-3.100751,786.4646,16.185287
14.615377,8.075716,-23.300184,-2.631035,785.735962,13.566026
14.347683,6.955154,-23.272741,-2.182551,785.059875,11.075356
14.106746,5.891333,-23.248627,-1.754892,784.435364,8.710124
13.892163,4.882747,-23.227915,-1.347631,783.861511,6.467078
13.703547,3.927917,-23.21068,-0.960339,783.33783,4.343009
13.540453,3.025425,-23.196987,-0.59258,782.863281,2.33483
13.40233,2.173902,-23.186901,-0.243919,782.436951,0.439551
13.288517,0,-23.180489,0,782.057495,0
13.198283,0,-23.177801,0,781.723816,0
13.130919,0,-23.178888,0,781.434265,0
13.08579,0,-23.18379,0,781.187805,0
13.062342,0,-23.192535,0,780.983337,0
13.06007,0,-23.205149,0,780.819885,0
13.078431,0,-23.221647,0,780.696228,0
13.116789,0,-23.242039,0,780.61145,0
13.174411,0,-23.266331,0,780.563843,0
13.25052,0,-23.294527,0,780.552002,0
13.344363,0,-23.326616,0,780.574585,0
13.455293,0,-23.362585,0,780.630066,0
13.582757,0,-23.402407,0,780.717407,0
13.726255,0,-23.446051,0,780.835632,0
13.885264,0,-23.493473,0,780.983521,0
14.05918,0,-23.544626,0,781.159912,0
14.24731,0,-23.599445,0,781.36322,0
14.448936,0,-23.657867,0,781.592102,0
14.663394,0,-23.719809,0,781.844971,0
14.890131,0,-23.785183,0,782.120728,0
15.128703,0,-23.853891,0,782.418335,0
15.378718,0,-23.925831,0,782.736755,0
15.63975,0,-24.000898,0,783.075073,0
15.911271,0,-24.078979,0,783.431946,0
16.19268,0,-24.159954,0,783.806335,0
16.483358,0,-24.24371,0,784.196777,0
16.782753,0,-24.330126,0,784.60199,0
17.090437,0,-24.419083,0,785.021057,0
17.406082,0,-24.51045,0,785.453064,0
17.729404,0,-24.604094,0,785.897278,0
18.060064,0,-24.699879,0,786.352966,0
18.397631,0,-24.797665,0,786.819092,0
18.741589,0,-24.897312,0,787.294556,0
19.091415,0,-24.998688,0,787.778259,0
19.446667,0,-25.101639,0,788.269287,0
19.807026,0,-25.20603,0,788.766663,0
20.172291,0,-25.311714,0,789.27002,0
20.542282,0,-25.418554,0,789.778687,0
20.916779,0,-25.526413,0,790.292114,0
21.295458,0,-25.635157,0,790.809509,0
21.677921,0,-25.744648,0,791.330017,0
22.063787,0,-25.854742,0,791.852783,0
22.452753,0,-25.965302,0,792.376892,0
22.844637,0,-26.076166,0,792.901917,0
23.239351,0,-26.187187,0,793.42749,0
23.636826,0,-26.298223,0,793.953186,0
24.036928,0,-26.409126,0,794.47876,0
24.439436,0,-26.51976,0,795.003418,0
24.844067,0,-26.629986,0,795.526489,0
25.25054,0,-26.739676,0,796.047485,0
25.658653,0,-26.84869,0,796.565552,0
26.068304,0,-26.956905,0,797.080566,0
26.479485,0,-27.064182,0,797.592163,0
26.892199,0,-27.170387,0,798.10022,0
27.3064,0,-27.275377,0,798.604492,0
27.721947,0,-27.379017,0,799.104553,0
28.138653,0,-27.481174,0,799.59967,0
28.556322,0,-27.581728,0,800.089233,0
28.974852,0,-27.680557,0,800.572998,0
29.394238,0,-27.777559,0,801.05072,0
29.814554,0,-27.872618,0,801.522156,0
30.23587,0,-27.965641,0,801.987305,0
30.658205,0,-28.056536,0,802.445984,0
31.081469,0,-28.145214,0,802.897827,0
31.505539,0,-28.231598,0,803.342102,0
31.930286,0,-28.315599,0,803.778564,0
32.355656,0,-28.397135,0,804.206726,0
32.781712,0,-28.47612,0,804.626587,0
33.208569,0,-28.552485,0,805.037903,0
33.636337,0,-28.626165,0,805.440796,0
34.065044,0,-28.697105,0,805.835083,0
34.494614,0,-28.765268,0,806.220276,0
34.924896,0,-28.830622,0,806.596069,0
35.355759,0,-28.893145,0,806.961853,0
35.787151,0,-28.952814,0,807.317505,0
36.219109,0,-29.009615,0,807.662842,0
36.651749,0,-29.063526,0,807.997925,0
37.085163,0,-29.114529,0,808.322632,0
37.519371,0,-29.162603,0,808.636841,0
37.954296,0,-29.207739,0,808.940186,0
38.389793,0,-29.249928,0,809.232239,0
38.825733,0,-29.289179,0,809.512695,0
39.262062,0,-29.325508,0,809.781189,0
39.698818,0,-29.358942,0,810.03772,0
40.136101,0,-29.389515,0,810.282227,0
40.57399,0,-29.417267,0,810.514709,0
41.012501,0,-29.442232,0,810.734985,0
41.451527,0,-29.464451,0,810.942871,0
41.890942,0,-29.483953,0,811.137939,0
42.330639,0,-29.500774,0,811.319702,0
42.770565,0,-29.514956,0,811.488159,0
43.210777,0,-29.526543,0,811.64325,0
43.651363,0,-29.535587,0,811.784912,0
44.092381,0,-29.542147,0,811.913269,0
44.53381,0,-29.546289,0,812.028198,0
44.975548,0,-29.548092,0,812.129578,0
45.417458,0,-29.54764,0,812.216858,0
45.859417,0,-29.545027,0,812.289856,0
46.301407,0,-29.540348,0,812.34845,0
46.743462,0,-29.533684,0,812.3927,0
47.185673,0,-29.525124,0,812.422668,0
47.628105,0,-29.514736,0,812.438354,0
48.07074,0,-29.502596,0,812.439758,0
48.513485,0,-29.488785,0,812.426453,0
48.956211,0,-29.473389,0,812.398438,0
49.398808,0,-29.45649,0,812.355347,0
49.841259,0,-29.438185,0,812.296997,0
50.283619,0,-29.418556,0,812.223511,0
50.726009,0,-29.397699,0,812.135071,0
51.168503,0,-29.3757,0,812.031677,0
51.611134,0,-29.352646,0,811.913208,0
52.053833,0,-29.328619,0,811.779541,0
52.496487,0,-29.303699,0,811.630371,0
52.939007,0,-29.277952,0,811.465454,0
53.381363,0,-29.25144,0,811.284851,0
53.82362,0,-29.224226,0,811.088501,0
54.265865,0,-29.196383,0,810.876587,0
54.708187,0,-29.167971,0,810.64917,0
55.1506,0,-29.139078,0,810.406067,0
55.593025,0,-29.109781,0,810.147278,0
56.035351,0,-29.080162,0,809.872314,0
56.477489,0,-29.050312,0,809.581238,0
56.919407,0,-29.020302,0,809.273804,0
57.36116,0,-28.990213,0,808.950134,0
57.802834,0,-28.960108,0,808.610413,0
58.244488,0,-28.930044,0,808.254639,0
58.686111,0,-28.900076,0,807.882629,0
59.127617,0,-28.870256,0,807.494324,0
59.568882,0,-28.840639,0,807.089478,0
60.009815,0,-28.811283,0,806.667847,0
60.450405,0,-28.782246,0,806.22937,0
60.890705,0,-28.753595,0,805.77417,0
61.330791,5.127925,-28.725397,1.721876,805.302368,0.731391
61.770706,5.316872,-28.697712,1.672644,804.813904,1.566702
62.210407,5.507463,-28.670593,1.619428,804.308777,2.44439
62.649757,5.699536,-28.644072,1.56205,803.786865,3.365656
63.088642,5.892841,-28.618177,1.500336,803.247864,4.331567
63.526939,6.087009,-28.592918,1.434124,802.691528,5.342957
63.96463,6.281567,-28.568304,1.36327,802.117737,6.40047
64.401749,6.475994,-28.544338,1.287633,801.52655,7.504669
64.838348,6.669797,-28.521027,1.207067,800.918091,8.65617
65.274483,6.862547,-28.498377,1.121418,800.292175,9.855704
65.710052,7.053859,-28.4764,1.030524,799.648865,11.104087
66.144943,7.243319,-28.455114,0.934223,798.987732,12.402109
66.579002,7.430411,-28.434532,0.832362,798.308533,13.750415
67.0121,7.614463,-28.414661,0.724807,797.610901,15.149428
67.444244,7.794662,-28.395496,0.611435,796.894714,16.599388
67.87545,7.970102,-28.377012,0.492113,796.159851,18.10046
68.305801,8.13987,-28.359179,0.366691,795.406311,19.65287
68.735306,8.303074,-28.341953,0.234993,794.633911,21.256962
69.16394,8.458843,-28.325296,0.096814,793.842468,22.913158
69.591591,8.606274,-28.309162,-0.048093,793.031555,24.621851
70.018097,8.744378,-28.293507,-0.200012,792.200745,26.38327
70.443382,8.872052,-28.27828,-0.359259,791.34967,28.197409
70.867424,8.988105,-28.263432,-0.526172,790.478088,30.064051
71.290298,9.09132,-28.248917,-0.701123,789.585754,31.982901
71.712074,9.180536,-28.234682,-0.884511,788.672485,33.953735
72.13282,9.254678,-28.220665,-1.076756,787.738159,35.976452
72.552498,9.312735,-28.2068,-1.27828,786.78241,38.05106
72.970993,9.353729,-28.193016,-1.489489,785.804626,40.177544
73.388176,9.376637,-28.179232,-1.710743,784.804565,42.355747
73.803955,9.380383,-28.165369,-1.94234,783.781616,44.585308
74.218277,9.363864,-28.151342,-2.184521,782.735352,46.865704
74.631187,9.326035,-28.137058,-2.43748,781.66571,49.196358
75.042732,9.265988,-28.122421,-2.701372,780.572388,51.576786
75.452965,9.182991,-28.107328,-2.976306,779.4552,54.006691
75.861794,9.076462,-28.091677,-3.262326,778.313782,56.485863
76.269066,8.945909,-28.075361,-3.559399,777.147644,59.014126
76.674622,8.790854,-28.058271,-3.867387,775.956299,61.591171
77.078293,8.610798,-28.040295,-4.186038,774.739014,64.216537
77.480049,8.405239,-28.02132,-4.514982,773.49585,66.889603
77.879906,8.173753,-28.001238,-4.853755,772.226196,69.609802
78.277893,7.916062,-27.979946,-5.201817,770.930237,72.376663
78.674019,7.632071,-27.95734,-5.558572,769.607361,75.189941
79.068184,7.32185,-27.933319,-5.923397,768.257568,78.049484
79.460197,6.985565,-27.907785,-6.295654,766.880066,80.955215
79.849869,6.623398,-27.880634,-6.674703,765.474426,83.906906
80.237045,6.235502,-27.851753,-7.05989,764.040283,86.90416
80.621666,5.822013,-27.821041,-7.450564,762.577026,89.946449
81.003738,5.383108,-27.788383,-7.846081,761.084717,93.033241
81.383354,4.919066,-27.753681,-8.245804,759.56311,96.164162
81.760468,4.430304,-27.716839,-8.649096,758.011963,99.338974
82.134987,3.917343,-27.677776,-9.055316,756.430969,102.55761
82.506699,3.380747,-27.63641,-9.463818,754.81958,105.82
82.875404,2.821047,-27.592669,-9.873937,753.177307,109.125969
83.240936,2.238715,-27.546476,-10.284991,751.503723,112.475067
83.603203,1.634185,-27.497761,-10.696274,749.798523,115.866776
83.962219,1.007913,-27.446445,-11.107068,748.061462,119.300537
84.317986,0.360432,-27.392445,-11.516649,746.292603,122.775932
84.670479,-0.307631,-27.335672,-11.924279,744.491638,126.292664
85.019547,-0.995583,-27.276047,-12.329198,742.658142,129.850601
85.36499,-1.702737,-27.213493,-12.730607,740.791748,133.449509
85.706581,-2.428463,-27.147942,-13.12766,738.891846,137.08902
86.044144,-3.172211,-27.079336,-13.519444,736.95813,140.768539
86.377579,-3.93348,-27.007614,-13.905009,734.990234,144.487259
86.706871,-4.711752,-26.932735,-14.283374,732.988037,148.244385
87.032021,-5.506436,-26.854656,-14.653547,730.951538,152.039154
87.352966,-6.316839,-26.773333,-15.014535,728.880371,155.870972
87.669533,-7.142208,-26.688713,-15.36535,726.774353,159.739319
87.981552,-7.981783,-26.600739,-15.705019,724.632813,163.643539
88.288788,-8.834879,-26.509348,-16.032589,722.455383,167.582809
88.591087,-9.700882,-26.414471,-16.347116,720.241516,171.555984
88.888367,-10.57923,-26.316046,-16.64769,717.991028,175.561768
89.180611,-11.469331,-26.214006,-16.933447,715.703796,179.59877
89.467812,-12.370505,-26.108307,-17.203562,713.379578,183.665634
89.749901,-13.281964,-25.998901,-17.457294,711.01825,187.7612
90.026711,-14.20285,-25.885759,-17.693935,708.619446,191.884262
90.298012,-15.132311,-25.768854,-17.91284,706.182739,196.033585
90.563591,-16.069563,-25.648165,-18.113382,703.70752,200.207672
90.823265,-17.01391,-25.523657,-18.294956,701.19342,204.404694
91.076935,-17.964706,-25.395298,-18.456985,698.640198,208.622757
91.32457,-18.921286,-25.263031,-18.598949,696.047729,212.859863
91.566116,-19.882917,-25.126801,-18.720366,693.415894,217.114151
91.801498,-20.848778,-24.986551,-18.820818,690.744446,221.383804
92.03051,-21.818001,-24.842239,-18.899948,688.033264,225.667145
92.252899,-22.789743,-24.693827,-18.957441,685.281616,229.962402
92.468369,-23.763243,-24.54129,-18.993015,682.489197,234.267517
92.676712,-24.737846,-24.384613,-19.006414,679.655457,238.580261
92.8778,-25.712952,-24.223782,-18.9974,676.780334,242.898209
93.071564,-26.687952,-24.05879,-18.965775,673.863647,247.218994
93.25795,-27.662203,-23.889637,-18.911367,670.905457,251.540405
93.436821,-28.634974,-23.716316,-18.834028,667.905396,255.860306
93.607964,-29.605534,-23.538815,-18.73366,664.863342,260.176788
93.77108,-30.57321,-23.357105,-18.610193,661.778687,264.487915
93.925873,-31.537428,-23.171171,-18.463587,658.651123,268.791351
94.072113,-32.497726,-22.980978,-18.293823,655.480286,273.084808
94.209641,-33.453712,-22.786505,-18.100933,652.266113,277.365814
94.338379,-34.404961,-22.58774,-17.884987,649.008484,281.631958
94.458229,-35.350998,-22.384674,-17.646124,645.707397,285.88092
94.569038,-36.291256,-22.177315,-17.384541,642.362854,290.110809
94.670563,-37.225155,-21.965664,-17.100483,638.974426,294.319733
94.762482,-38.152164,-21.749744,-16.794231,635.541931,298.505798
94.844482,-39.071846,-21.52957,-16.466101,632.06488,302.667023
94.916298,-39.983879,-21.305155,-16.116423,628.543152,306.801178
94.977737,-40.887978,-21.076506,-15.745568,624.976624,310.906097
95.028687,-41.783848,-20.843622,-15.353939,621.36554,314.979706
95.068985,-42.671074,-20.606504,-14.941995,617.709778,319.020111
95.098457,-43.549149,-20.365143,-14.510242,614.009521,323.025879
95.116806,-44.41753,-20.119532,-14.059234,610.264526,326.995483
95.123672,-45.275696,-19.869686,-13.589561,606.474548,330.927673
95.118744,-46.123241,-19.615625,-13.101831,602.639343,334.820892
95.101753,-46.959835,-19.357382,-12.596681,598.758911,338.673645
95.072517,-47.785217,-19.094992,-12.074761,594.833313,342.484344
95.030945,-48.599087,-18.828505,-11.536754,590.862793,346.251709
94.976883,-49.401051,-18.557972,-10.983373,586.847534,349.974579
94.910126,-50.190609,-18.283438,-10.415346,582.787659,353.652283
94.830368,-50.967251,-18.004955,-9.833416,578.683167,357.284241
94.737267,-51.730495,-17.722567,-9.238311,574.533997,360.869873
94.630508,-52.479973,-17.436329,-8.630734,570.340149,364.408691
94.509857,-53.215446,-17.146303,-8.011372,566.101624,367.899933
94.375153,-53.936729,-16.852549,-7.380887,561.818787,371.343109
94.226288,-54.643642,-16.555145,-6.739946,557.492004,374.737579
94.063148,-55.335915,-16.254187,-6.089224,553.121765,378.083344
93.885536,-56.013233,-15.94978,-5.429408,548.708435,381.380585
93.693161,-56.675251,-15.64205,-4.761181,544.252136,384.629639
93.48568,-57.321663,-15.331121,-4.085216,539.753052,387.830841
93.262764,-57.952305,-15.01713,-3.402157,535.211365,390.984528
93.024185,-58.567116,-14.700208,-2.712615,530.627502,394.090698
92.769775,-59.166103,-14.380485,-2.017173,526.002075,397.149628
92.499435,-59.749252,-14.058093,-1.316397,521.335754,400.161652
92.213043,-60.31649,-13.733168,-0.610848,516.629211,403.127411
91.910385,-60.867664,-13.405853,0.098912,511.882996,406.047821
91.591217,-61.402611,-13.076304,0.812313,507.097839,408.92395
91.255211,-61.921219,-12.74469,1.52879,502.274017,411.756866
90.902069,-62.423492,-12.411185,2.247784,497.41214,414.547363
90.531563,-62.909527,-12.075979,2.968751,492.512909,417.296204
90.143555,-63.379467,-11.739269,3.691145,487.577271,420.004028
89.738007,-63.833424,-11.401256,4.414412,482.606232,422.671783
89.314812,-64.271393,-11.062143,5.13799,477.600922,425.300537
88.873833,-64.693306,-10.722132,5.861307,472.562164,427.891663
88.414871,-65.099052,-10.381421,6.583808,467.490936,430.446564
87.937668,-65.488586,-10.040213,7.304951,462.38797,432.966614
87.442009,-65.861992,-9.698707,8.024214,457.254211,435.452972
86.927719,-66.219475,-9.35711,8.741098,452.09079,437.906555
86.39476,-66.561272,-9.015633,9.45511,446.898895,440.328247
85.843109,-66.887566,-8.674501,10.165755,441.679901,442.719177
85.272751,-67.198463,-8.333943,10.872534,436.435272,445.080536
84.683662,-67.493958,-7.994199,11.574937,431.166351,447.413757
84.075684,-67.774017,-7.655516,12.272465,425.874329,449.720306
83.448662,-68.038666,-7.318149,12.964627,420.560303,452.001556
82.802483,-68.288063,-6.982348,13.650961,415.225616,454.258545
82.137108,-68.522469,-6.648364,14.331037,409.871704,456.492218
81.452644,-68.742188,-6.316441,15.004441,404.500244,458.703308
80.749237,-68.94751,-5.986823,15.670769,399.112915,460.892822
80.027023,-69.138626,-5.659757,16.329624,393.711426,463.061859
79.286102,-69.315628,-5.335493,16.980606,388.297455,465.211792
78.526497,-69.478539,-5.014283,17.623331,382.872559,467.343933
77.748238,-69.627502,-4.696381,18.257435,377.438202,469.459473
76.951393,-69.762718,-4.38204,18.882586,371.996063,471.559418
76.136139,-69.884521,-4.071514,19.498476,366.547821,473.644409
75.302757,-69.993317,-3.765059,20.104824,361.095367,475.715271
74.451645,-70.089417,-3.462926,20.701353,355.640747,477.772614
73.58313,-70.173065,-3.165366,21.287788,350.185944,479.817627
72.69751,-70.244415,-2.872618,21.863869,344.732849,481.85144
71.794998,-70.303596,-2.584916,22.429329,339.283234,483.875244
70.875809,-70.350754,-2.302478,22.98394,333.838776,485.890198
69.940231,-70.3862,-2.025513,23.5275,328.401276,487.897125
68.988647,-70.410309,-1.754223,24.059841,322.972687,489.896545
68.021584,-70.423508,-1.488801,24.58083,317.555084,491.88916
67.039574,-70.426193,-1.229438,25.090355,312.150574,493.875641
66.04319,-70.418625,-0.976321,25.588305,306.761292,495.856964
65.032936,-70.400993,-0.729641,26.074583,301.389252,497.834229
64.009224,-70.373489,-0.48959,26.54911,296.036194,499.808716
62.972481,-70.336319,-0.256355,27.011814,290.703979,501.781403
61.923195,-70.289818,-0.030114,27.462654,285.394379,503.753143
60.861969,-70.234428,0.188976,27.901617,280.109283,505.724396
59.789505,-70.170624,0.400773,28.328695,274.850769,507.69574
58.706596,-70.098785,0.605146,28.743877,269.620911,509.667847
57.613995,-70.019226,0.801968,29.147165,264.421814,511.641571
56.512413,-69.932106,0.991115,29.538553,259.255188,513.618103
55.402481,-69.83757,1.172465,29.918064,254.122726,515.598572
54.284836,-69.735847,1.345898,30.28573,249.026047,517.583862
53.16016,-69.627266,1.511298,30.641615,243.966812,519.574646
52.029228,-69.512268,1.668565,30.9858,238.94664,521.571472
50.892937,-69.391289,1.817612,31.318371,233.967422,523.574585
49.752228,-69.264717,1.958368,31.639414,229.030914,525.584717
48.608002,-69.132805,2.090781,31.94899,224.138855,527.602478
47.461098,-68.99572,2.214821,32.247158,219.292755,529.628845
46.312263,-68.853546,2.330479,32.533962,214.493912,531.664795
45.162228,-68.706459,2.437765,32.809464,209.7435,533.711182
44.011745,-68.554764,2.53671,33.073734,205.042816,535.768372
42.861694,-68.398834,2.627357,33.326859,200.393066,537.83667
41.713005,-68.239098,2.709765,33.568939,195.795731,539.916138
40.566647,-68.075851,2.784003,33.800087,191.252151,542.007324
39.423542,-67.90934,2.850152,34.020412,186.763641,544.110596
38.284512,-67.739632,2.9083,34.230007,182.331299,546.226746
37.150284,-67.566795,2.958546,34.428978,177.955902,548.356384
36.021538,-67.390961,3.001009,34.617428,173.63826,550.500061
34.898994,-67.212341,3.03583,34.795494,169.379059,552.657959
33.783459,-67.031303,3.063168,34.963322,165.17923,554.830017
32.675819,-66.84819,3.083207,35.121067,161.039749,557.016235
31.576963,-66.663292,3.096144,35.268879,156.961548,559.216431
30.487719,-66.47673,3.10219,35.406898,152.94545,561.430847
29.408783,-66.288521,3.101565,35.535248,148.992035,563.660095
28.340744,-66.09864,3.094498,35.654064,145.101639,565.904175
27.284149,-65.907135,3.081233,35.7635,141.274521,568.163513
26.239559,-65.71418,3.062017,35.86372,137.511047,570.437866
25.207619,-65.520035,3.037113,35.954933,133.811615,572.726868
24.18902,-65.324997,3.006789,36.037342,130.176743,575.03009
23.184454,-65.12928,2.971321,36.111156,126.606865,577.347168
22.194511,-64.932961,2.930994,36.176559,123.102325,579.677979
21.21966,-64.735977,2.886094,36.233723,119.663208,582.022705
20.260241,-64.538246,2.836911,36.282825,116.289383,584.381409
19.316561,-64.339745,2.783728,36.324028,112.980591,586.753906
18.388962,-64.140572,2.726828,36.357513,109.736641,589.139771
17.477867,-63.94096,2.666491,36.383495,106.557442,591.538391
16.583761,-63.741142,2.602996,36.402176,103.442993,593.949036
15.707118,-63.54129,2.536612,36.413776,100.393303,596.371033
14.848313,-63.341446,2.467596,36.418503,97.408257,598.804138
14.00759,-63.141514,2.396189,36.416573,94.487434,601.24823
13.185075,-62.941372,2.322614,36.408192,91.630241,603.703125
12.380858,-62.740955,2.247084,36.39357,88.836029,606.168579
11.595075,-62.540325,2.16981,36.372917,86.104195,608.644104
10.827945,-62.339661,2.091003,36.346462,83.434242,611.128845
10.07975,-62.13916,2.010875,36.314419,80.825844,613.621826
9.350758,-61.938965,1.929637,36.277012,78.278641,616.122437
8.64114,-61.739033,1.847494,36.234436,75.792145,618.630188
7.950937,-61.539238,1.764648,36.18689,73.365639,621.144897
7.280074,-61.339413,1.681295,36.134586,70.998177,623.666382
6.628449,-61.139439,1.597622,36.077747,68.688797,626.194397
5.996005,-60.939354,1.513813,36.016624,66.43663,628.728149
5.382771,-60.739288,1.430041,35.951496,64.240929,631.266785
4.788836,-60.539417,1.346483,35.882637,62.101112,633.809326
4.214274,-60.339821,1.263311,35.810322,60.016582,636.35498
3.659064,-60.140434,1.180698,35.734791,57.986626,638.903381
3.123053,-59.941078,1.098809,35.656281,56.010292,641.454224
2.605987,-59.741516,1.017799,35.57502,54.086498,644.007324
2.107587,-59.541607,0.937813,35.491264,52.214058,646.562317
1.627632,-59.341347,0.858986,35.405289,50.39196,649.118469
1.165992,-59.140858,0.781448,35.317398,48.619362,651.674988
0.722601,-58.940281,0.705325,35.227909,46.895554,654.230713
0.297381,-58.739704,0.630737,35.137138,45.219883,656.784973
-0.109834,-58.539059,0.557798,35.045383,43.591507,659.337219
-0.499331,-58.338127,0.486609,34.952946,42.009422,661.887085
-0.871491,-58.136696,0.417255,34.860077,40.472481,664.434387
-1.226707,-57.934612,0.349814,34.767056,38.979446,666.978699
-1.565307,-57.731907,0.284353,34.674156,37.529297,669.519226
-1.887511,-57.528728,0.220933,34.581669,36.121132,672.055054
-2.193466,-57.325264,0.159607,34.489899,34.754311,674.585022
-2.483326,-57.121613,0.100422,34.399158,33.428104,677.108276
-2.757335,-56.917713,0.043419,34.309734,32.141747,679.624207
-3.015856,-56.713379,-0.011364,34.221916,30.894157,682.132385
-3.259342,-56.508392,-0.063893,34.135979,29.684149,684.632751
-3.488242,-56.302635,-0.114139,34.052197,28.510586,687.124756
-3.70292,-56.096134,-0.162074,33.970871,27.372454,689.607422
-3.903619,-55.889072,-0.207673,33.892284,26.268976,692.079773
-4.090495,-55.681648,-0.250911,33.816711,25.199499,694.540649
-4.263714,-55.473965,-0.29177,33.744404,24.163486,696.989075
-4.423532,-55.26598,-0.33024,33.675591,23.160164,699.424561
-4.570333,-55.057522,-0.366316,33.61047,22.188633,701.84668
-4.704595,-54.848366,-0.400002,33.549267,21.24782,704.255127
-4.826783,-54.638393,-0.431305,33.492191,20.336655,706.649414
-4.937267,-54.42767,-0.460231,33.439499,19.454241,709.028809
-5.036278,-54.216366,-0.48678,33.391434,18.599922,711.392029
-5.123956,-54.004707,-0.510943,33.348244,17.773283,713.737915
-5.200447,-53.792805,-0.532708,33.310127,16.973841,716.065674
-5.265998,-53.580605,-0.552067,33.27726,16.201004,718.374695
-5.320988,-53.367916,-0.569018,33.249763,15.453998,720.664612
-5.365891,-53.15453,-0.583563,33.227726,14.731925,722.935242
-5.40117,-52.940338,-0.595715,33.211239,14.033891,725.186035
-5.427195,-52.725395,-0.60549,33.200378,13.359239,727.416016
-5.44421,-52.509892,-0.612912,33.195259,12.707491,729.624268
-5.452379,-52.294037,-0.618009,33.19598,12.078412,731.809631
-5.451882,-52.077923,-0.620809,33.202629,11.4717,733.971191
-5.443002,-51.861492,-0.621344,33.215263,10.886939,736.108459
-5.426147,-51.64455,-0.619649,33.233887,10.323531,738.221191
-5.401811,-51.426884,-0.615763,33.258472,9.780702,740.309265
-5.370485,-51.208397,-0.609729,33.289001,9.257794,742.372314
-5.332586,-50.989159,-0.601589,33.325424,8.75433,744.409363
-5.288424,-50.769363,-0.591391,33.367676,8.270072,746.419434
-5.238252,-50.549217,-0.579193,33.41568,7.804897,748.401489
-5.182351,-50.3288,-0.565063,33.469326,7.358748,750.354614
-5.121109,-50.108028,-0.549092,33.528454,6.931326,752.278687
-5.055028,-49.886692,-0.531386,33.592907,6.522152,754.17334
-4.984684,-49.664581,-0.512069,33.662506,6.13063,756.038513
