FP1_x,FP2_x,FP1_y,FP2_y,FP1_z,FP2_z
-8.431637,62.752617,13.244374,25.630257,177.97757,691.354492
-9.217389,62.890034,13.300372,25.457659,181.484955,689.279297
-10.007421,63.023312,13.342592,25.28368,185.013153,687.180786
-10.801178,63.152367,13.370875,25.108351,188.560349,685.058777
-11.598125,63.277119,13.385097,24.931702,192.124741,682.91333
-12.397754,63.397442,13.385163,24.753773,195.704407,680.744324
-13.199589,63.513229,13.371017,24.574596,199.29744,678.551758
-14.003185,63.62439,13.342632,24.394228,202.90184,676.335632
-14.808114,63.730892,13.300009,24.212709,206.515564,674.096008
-15.613945,63.83271,13.24317,24.030094,210.136429,671.832886
-16.420233,63.929848,13.172155,23.846416,213.762283,669.546326
-17.226513,64.022308,13.087028,23.661718,217.39093,667.236267
-18.032312,64.110039,12.987873,23.476025,221.020187,664.902954
-18.837156,64.192963,12.874815,23.289354,224.647903,662.546204
-19.640575,64.271004,12.748015,23.101721,228.271927,660.166077
-20.442123,64.344048,12.607675,22.913139,231.89003,657.762512
-21.241367,64.41201,12.454043,22.723627,235.500031,655.335632
-22.037876,64.474869,12.287405,22.533209,239.099731,652.885559
-22.831221,64.5326,12.108083,22.341911,242.686905,650.412354
-23.620951,64.585251,11.91643,22.149773,246.259293,647.916199
-24.406609,64.632828,11.712821,21.956827,249.814774,645.396973
-25.187706,64.675293,11.497654,21.763094,253.351242,642.855042
-25.963743,64.712616,11.271345,21.568588,256.866699,640.290283
-26.734221,64.74472,11.034327,21.373318,260.359222,637.70282
-27.498636,64.771515,10.787049,21.177296,263.826904,635.092773
-28.256508,64.792961,10.529986,20.980537,267.267944,632.460144
-29.007364,64.809044,10.263633,20.783054,270.680511,629.805237
-29.750753,64.819763,9.988502,20.584871,274.062775,627.128113
-30.486235,64.82518,9.705122,20.386007,277.413086,624.428894
-31.213377,64.825333,9.414026,20.186501,280.729767,621.707947
-31.931759,64.820206,9.11574,19.986383,284.011444,618.965271
-32.640961,64.809799,8.810758,19.785681,287.256561,616.20105
-33.340588,64.794029,8.499548,19.584425,290.463989,613.415466
-34.030266,64.772842,8.182547,19.382643,293.632446,610.608643
-34.70966,64.746193,7.860153,19.180368,296.760773,607.780823
-35.37849,64.714058,7.532742,18.977629,299.84787,604.932129
-36.036507,64.676445,7.200662,18.774454,302.89267,602.062866
-36.683495,64.633392,6.864244,18.570868,305.894257,599.17334
-37.319267,64.584953,6.523805,18.366892,308.851746,596.263672
-37.943645,64.531136,6.179648,18.162554,311.764404,593.334167
-38.556461,64.471931,5.832058,17.957882,314.631622,590.385132
-39.157543,64.407257,5.481286,17.752903,317.45282,587.416748
-39.746754,64.337074,5.127552,17.547657,320.227539,584.429199
-40.323959,64.261269,4.77104,17.34219,322.955414,581.422791
-40.889069,64.179825,4.411902,17.136553,325.636047,578.397888
-41.442005,64.092751,4.050255,16.930794,328.269196,575.354797
-41.982727,64.000099,3.686199,16.724951,330.854584,572.293701
-42.511211,63.901913,3.319815,16.519075,333.39212,569.214966
-43.027409,63.798279,2.951181,16.313198,335.881714,566.119019
-43.531292,63.68919,2.580375,16.10734,338.323456,563.006042
-44.0228,63.574612,2.207479,15.901512,340.717438,559.876465
-44.501881,63.45451,1.832576,15.695726,343.063843,556.730408
-44.968456,63.328861,1.455744,15.489997,345.362854,553.568359
-45.422482,63.197628,1.077054,15.284361,347.614868,550.390564
-45.863914,63.060894,0.696569,15.07885,349.820129,547.197632
-46.292736,62.918709,0.31434,14.873499,351.979156,543.989685
-46.708942,62.771187,-0.069593,14.668346,354.092407,540.767395
-47.112545,62.618423,-0.455192,14.463432,356.160461,537.530945
-47.503567,62.460461,-0.84242,14.258791,358.18396,534.280762
-47.882023,62.29731,-1.231229,14.054449,360.163574,531.017273
-48.247936,62.128963,-1.621561,13.850421,362.10022,527.740845
-48.601345,61.955406,-2.013336,13.646721,363.994476,524.451843
-48.942307,61.776653,-2.40646,13.443362,365.847351,521.150696
-49.27092,61.592789,-2.800817,13.240358,367.659607,517.837769
-49.587349,61.403927,-3.196283,13.037724,369.43219,514.513489
-49.891804,61.210186,-3.592721,12.835489,371.165955,511.178314
-50.184544,61.011707,-3.989987,12.63369,372.861847,507.832733
-50.465809,60.808552,-4.387929,12.432365,374.520905,504.477081
-50.735836,60.600788,-4.786383,12.23156,376.144165,501.111816
-50.994831,60.388432,-5.185169,12.031319,377.732666,497.737335
-51.242981,60.171494,-5.584089,11.831698,379.287537,494.354034
-51.480446,59.950027,-5.982916,11.63275,380.809784,490.96228
-51.707428,59.724133,-6.381396,11.434512,382.300568,487.562653
-51.924149,59.493938,-6.779247,11.237024,383.760986,484.155548
-52.130867,59.259613,-7.176165,11.040316,385.1922,480.741333
-52.327862,59.021324,-7.571832,10.844419,386.595306,477.320587
-52.515396,58.779209,-7.965924,10.649367,387.971619,473.893646
-52.693737,58.533348,-8.358126,10.455187,389.322266,470.460938
-52.863083,58.283802,-8.748135,10.261909,390.648529,467.022919
-53.023624,58.030628,-9.135655,10.069573,391.951691,463.580017
-53.175526,57.773888,-9.520415,9.878238,393.232941,460.13266
-53.31897,57.513687,-9.902141,9.687968,394.4935,456.681305
-53.454174,57.250187,-10.280566,9.498834,395.734558,453.22641
-53.581413,56.983547,-10.655421,9.310898,396.957367,449.768524
-53.700996,56.713947,-11.026443,9.124213,398.163147,446.308014
-53.813232,56.441532,-11.393357,8.938831,399.353149,442.845337
-53.918407,56.166409,-11.755898,8.754792,400.528656,439.380951
-54.016743,55.888638,-12.113805,8.572131,401.690735,435.915222
-54.108425,55.60828,-12.466831,8.390879,402.840698,432.448608
-54.193604,55.325394,-12.814751,8.211068,403.979675,428.981598
-54.272438,55.040066,-13.157348,8.032749,405.108795,425.514618
-54.345097,54.752415,-13.494414,7.855978,406.229218,422.048126
-54.411804,54.462578,-13.825739,7.68083,407.342041,418.58252
-54.472794,54.170689,-14.151106,7.507389,408.448456,415.118225
-54.528324,53.876869,-14.470298,7.33574,409.549591,411.655701
-54.578617,53.5812,-14.783094,7.165967,410.646484,408.195343
-54.623867,53.283703,-15.089268,6.998144,411.740356,404.737488
-54.664177,52.984413,-15.388597,6.832334,412.832123,401.282623
-54.69965,52.683346,-15.680856,6.668587,413.922882,397.831085
-54.730373,52.380566,-15.965826,6.506949,415.013641,394.38327
-54.756447,52.076149,-16.243298,6.347467,416.105377,390.939606
-54.778023,51.770203,-16.513054,6.190196,417.199066,387.500336
-54.795296,51.462852,-16.774912,6.035195,418.295715,384.065948
-54.808453,51.154175,-17.028679,5.882535,419.396332,380.636749
-54.817669,50.84425,-17.274189,5.732292,420.501831,377.213043
-54.82309,50.5331,-17.511269,5.584545,421.61322,373.795258
-54.824787,50.220718,-17.739767,5.439374,422.731323,370.383728
-54.822823,49.907089,-17.959547,5.296856,423.857117,366.97879
-54.817234,49.592232,-18.170471,5.157058,424.991333,363.580688
-54.808071,49.276154,-18.372421,5.020036,426.134918,360.189789
-54.795429,48.9589,-18.565287,4.885839,427.288635,356.806335
-54.779449,48.640537,-18.74898,4.754503,428.453461,353.430634
-54.760273,48.321117,-18.923431,4.626062,429.630127,350.062988
-54.73806,48.000656,-19.088604,4.500551,430.819489,346.703674
-54.712917,47.679146,-19.24448,4.378001,432.022247,343.352997
-54.684921,47.356544,-19.391066,4.258451,433.239197,340.011169
-54.654095,47.032768,-19.528378,4.141948,434.471008,336.678558
-54.620464,46.707756,-19.656456,4.028551,435.718384,333.355286
-54.584068,46.38147,-19.775349,3.918323,436.982086,330.041656
-54.544975,46.053871,-19.885101,3.81133,438.262726,326.737946
-54.503311,45.724964,-19.985785,3.707631,439.561127,323.444336
-54.459213,45.394753,-20.077473,3.607277,440.877808,320.161224
-54.41283,45.063213,-20.160271,3.510299,442.21347,316.888794
-54.364285,44.730312,-20.234297,3.416713,443.568695,313.627258
-54.313663,44.395966,-20.2997,3.326524,444.944,310.376923
-54.261017,44.060089,-20.356627,3.239736,446.340027,307.137909
-54.206371,43.722591,-20.405247,3.156354,447.757294,303.9104
-54.149754,43.383419,-20.445721,3.076392,449.19635,300.694611
-54.09124,43.042549,-20.47821,2.999868,450.657654,297.490662
-54.030933,42.699974,-20.502886,2.92681,452.141785,294.298767
-53.968967,42.355709,-20.519907,2.857248,453.649231,291.119202
-53.905499,42.009747,-20.529455,2.791211,455.180328,287.952087
-53.840656,41.662041,-20.531713,2.728717,456.735626,284.797607
-53.774548,41.312538,-20.526892,2.669766,458.315491,281.655853
-53.707241,40.961166,-20.5152,2.614346,459.920197,278.527008
-53.638779,40.607841,-20.496862,2.562438,461.55014,275.411194
-53.569183,40.252537,-20.472115,2.514013,463.205719,272.308502
-53.498531,39.895245,-20.441168,2.469046,464.887177,269.219116
-53.42691,39.535988,-20.404234,2.427518,466.59491,266.143188
-53.354473,39.174778,-20.361515,2.389414,468.329193,263.080841
-53.28138,38.811642,-20.313215,2.354727,470.090271,260.032196
-53.20779,38.446579,-20.259535,2.323446,471.878326,256.997375
-53.133816,38.079559,-20.200672,2.295552,473.693604,253.976486
-53.059544,37.710556,-20.136835,2.271016,475.536285,250.969681
-52.985027,37.339535,-20.068253,2.249797,477.406525,247.97699
-52.910294,36.96648,-19.995146,2.231852,479.304474,244.998535
-52.835392,36.5914,-19.917751,2.217126,481.230316,242.034454
-52.760395,36.21434,-19.836304,2.205564,483.184143,239.084854
-52.685421,35.835339,-19.751034,2.19711,485.166046,236.149811
-52.610607,35.454475,-19.662157,2.191722,487.176117,233.22934
-52.536087,35.071812,-19.569893,2.189354,489.214325,230.323532
-52.461971,34.687389,-19.474453,2.189959,491.280731,227.432541
-52.388313,34.301231,-19.376043,2.193479,493.375244,224.556366
-52.315136,33.913334,-19.27487,2.199853,495.497833,221.695084
-52.242443,33.523708,-19.171143,2.209017,497.648438,218.84877
-52.170235,33.132339,-19.065075,2.220906,499.826965,216.017487
-52.09856,32.739262,-18.956882,2.235454,502.033264,213.201248
-52.027481,32.344521,-18.846783,2.252582,504.267334,210.400177
-51.957096,31.948179,-18.735004,2.272206,506.52887,207.614349
-51.887486,31.550322,-18.621775,2.294244,508.81781,204.843857
-51.818718,31.151009,-18.507317,2.318607,511.13385,202.088776
-51.750816,30.75028,-18.391863,2.345208,513.476685,199.349197
-51.683765,30.348139,-18.275639,2.37396,515.846069,196.625183
-51.617531,29.944582,-18.158863,2.404785,518.241577,193.916779
-51.552082,29.539608,-18.04175,2.437606,520.662903,191.224045
-51.487411,29.133249,-17.924501,2.472347,523.109741,188.546982
-51.423538,28.725567,-17.807329,2.508933,525.581726,185.885681
-51.360516,28.316656,-17.690445,2.547283,528.07843,183.240204
-51.298389,27.90663,-17.574072,2.587314,530.599487,180.610641
-51.237206,27.495577,-17.458443,2.62894,533.144287,177.997055
-51.176975,27.083561,-17.343801,2.672071,535.712402,175.399582
-51.117661,26.670622,-17.230385,2.716618,538.303162,172.818237
-51.059212,26.256769,-17.118431,2.762501,540.915955,170.253067
-51.001591,25.842018,-17.008173,2.809642,543.550354,167.704086
-50.944775,25.426403,-16.89983,2.857963,546.205627,165.171387
-50.888771,25.009995,-16.793613,2.907387,548.881287,162.655014
-50.83363,24.592897,-16.689722,2.957841,551.576599,160.155075
-50.779396,24.175219,-16.58836,3.009252,554.291016,157.671722
-50.726116,23.757069,-16.489733,3.06155,557.023621,155.205078
-50.673794,23.338505,-16.394049,3.114659,559.773621,152.755219
-50.622406,22.919567,-16.301535,3.168495,562.540283,150.32222
-50.571896,22.500278,-16.21242,3.22298,565.322754,147.906174
-50.522202,22.080662,-16.126936,3.278034,568.1203,145.507156
-50.473278,21.66077,-16.045301,3.333583,570.93219,143.125259
-50.425117,21.240675,-15.96773,3.38955,573.757568,140.760574
-50.37775,20.820471,-15.894416,3.445865,576.595581,138.413239
-50.331234,20.400272,-15.825544,3.502462,579.445435,136.083435
-50.28561,19.980185,-15.761295,3.559281,582.306091,133.771255
-50.240921,19.560293,-15.701844,3.616252,585.176636,131.476852
-50.197151,19.140661,-15.647361,3.6733,588.056213,129.200333
-50.154259,18.721329,-15.598017,3.730344,590.943909,126.941818
-50.112198,18.302324,-15.553979,3.787305,593.838745,124.701347
-50.070938,17.883701,-15.515409,3.84411,596.73999,122.479073
-50.030487,17.465525,-15.482467,3.900683,599.646729,120.275085
-49.990902,17.047905,-15.455302,3.956944,602.557983,118.089531
-49.952244,16.630962,-15.434057,4.012816,605.472961,115.922562
-49.914574,16.214825,-15.418859,4.068229,608.390503,113.774376
-49.877937,15.799607,-15.409822,4.123111,611.309753,111.645081
-49.842331,15.385397,-15.40705,4.177392,614.229736,109.534805
-49.807747,14.972253,-15.410637,4.231001,617.149597,107.443665
-49.774143,14.560225,-15.420665,4.283871,620.06842,105.371712
-49.741512,14.149373,-15.437204,4.335946,622.985413,103.319023
-49.70985,13.739784,-15.460308,4.387172,625.899658,101.285706
-49.679211,13.331575,-15.490023,4.437495,628.810303,99.271866
-49.649658,12.924894,-15.526382,4.486859,631.716492,97.277657
-49.62125,12.519897,-15.569419,4.535209,634.617371,95.303177
-49.59404,12.116723,-15.619151,4.58249,637.512024,93.348541
-49.568039,11.715489,-15.675591,4.628644,640.399597,91.413887
-49.543232,11.316282,-15.738742,4.673608,643.279419,89.499252
-49.519596,10.91918,-15.808586,4.717321,646.150696,87.604652
-49.49712,10.524272,-15.885095,4.759727,649.012756,85.730087
-49.475811,10.131669,-15.968217,4.800775,651.864868,83.87561
-49.455708,9.74151,-16.05789,4.840412,654.706299,82.041275
-49.436874,9.353962,-16.154037,4.87859,657.536316,80.227158
-49.419376,8.969204,-16.256588,4.915264,660.354187,78.433304
-49.403263,8.587408,-16.365456,4.95039,663.159363,76.65979
